Bank,Nominell,Etabl.gebyr,Termingebyr,Depotgebyr,Maks belåningsgrad,Maks løpetid,Min Alder,Max Alder
Handelsbanken AB NUF,4.94,0.0,45.0,0.0,85.0,30,18,100
Aurskog Sparebank,5.65,3000.0,75.0,3000.0,80.0,30,18,100
Romsdal Sparebank,5.75,0,65.0,1000.0,60.0,30,18,100
Nordnet Bank (Nordne...,5.14,0.0,0.0,0.0,60.0,30,18,100
Skudenes & Aakra Spa...,8.84,0,60.0,750.0,80.0,2,18,100
Handelsbanken AB NUF,4.99,0.0,45.0,0.0,85.0,30,18,100
Romsdal Sparebank,5.45,0,65.0,1000.0,50.0,30,18,100
Aurskog Sparebank,5.45,3000.0,75.0,3000.0,85.0,30,18,34
Handelsbanken AB NUF,4.94,0.0,45.0,0.0,85.0,30,18,100
Romsdal Sparebank,5.7,0,65.0,1000.0,75.0,30,18,100
BN Bank ASA,5.8,1500.0,0.0,500.0,60.0,30,18,150
Nordnet Bank (Nordne...,5.74,0.0,0.0,0.0,60.0,30,18,100
BN Bank ASA,5.79,1500.0,45.0,500.0,50.0,30,18,150
Strømmen Sparebank,5.8,4000.0,65.0,0,90.0,30,18,100
Nordnet Bank (Nordne...,5.49,0.0,0.0,0.0,60.0,30,18,100
Storebrand Bank ASA,5.05,2190.0,50.0,950.0,70.0,40,18,100
Flekkefjord Spareban...,5.75,2750.0,50.0,750.0,90.0,30,18,100
Flekkefjord Spareban...,5.75,2750.0,50.0,750.0,90.0,30,18,33
Landkreditt Bank AS,5.7,0.0,0.0,500.0,100.0,2,18,100
Nordnet Bank (Nordne...,6.74,0.0,0.0,0.0,60.0,30,18,100
Strømmen Sparebank,5.35,4000.0,65.0,0.0,90.0,30,18,33
Flekkefjord Spareban...,5.8,2750.0,50.0,750.0,90.0,30,18,33
Valle Sparebank,6.05,0,65.0,1000.0,75.0,35,18,100
Skue Sparebank,5.95,3000.0,60.0,0.0,80.0,30,18,100
DNB Bank ASA,4.94,2190.0,65.0,1000.0,90.0,30,18,33
Handelsbanken AB NUF,7.35,5000.0,60.0,0.0,75.0,1,18,100
Valle Sparebank,6.5,0,65.0,1000.0,60.0,25,18,100
Skue Sparebank,5.39,3000.0,60.0,0.0,90.0,30,18,33
SpareBank 1 SMN,5.44,0.0,50.0,0.0,85.0,30,18,100
DNB Bank ASA,4.89,2190.0,65.0,1000.0,90.0,30,18,33
Handelsbanken AB NUF,5.7,3000.0,75.0,0.0,60.0,30,18,100
SpareBank 1 SMN,5.64,0.0,0.0,0.0,60.0,30,18,100
DNB Bank ASA,4.89,2190.0,65.0,1000.0,75.0,30,18,100
SpareBank 1 SMN,5.44,0.0,50.0,0.0,75.0,30,18,100
DNB Bank ASA,4.84,2190.0,65.0,1000.0,90.0,30,18,33
Handelsbanken AB NUF,5.8,3000.0,60.0,0.0,75.0,30,18,100
Sunndal Sparebank,5.45,3500.0,65.0,1000.0,85.0,25,18,100
SpareBank 1 SMN,5.59,0.0,50.0,0.0,50.0,30,18,100
Evje og Hornnes Spar...,6.5,0,60.0,1000.0,60.0,10,18,100
Handelsbanken AB NUF,5.4,0.0,45.0,0.0,85.0,30,34,100
DNB Bank ASA,4.94,2190.0,65.0,1000.0,75.0,30,18,100
DNB Bank ASA,4.94,2190.0,65.0,1000.0,75.0,30,18,100
Handelsbanken AB NUF,5.2,0.0,45.0,0.0,85.0,30,18,33
Sparebanken Sør,5.85,2500.0,65.0,1000.0,85.0,30,18,33
Handelsbanken AB NUF,6.75,0.0,45.0,0.0,85.0,1,18,100
DNB Bank ASA,4.99,2190.0,65.0,1000.0,75.0,30,18,100
Sunndal Sparebank,5.3,3500.0,65.0,1000.0,85.0,25,18,100
SpareBank 1 SMN,5.75,0.0,50.0,0.0,75.0,30,18,100
Handelsbanken AB NUF,5.4,0.0,45.0,0.0,60.0,30,18,100
DNB Bank ASA,4.89,2190.0,65.0,1000.0,75.0,30,18,100
Sunndal Sparebank,5.75,3500.0,65.0,1000.0,50.0,30,18,100
Handelsbanken AB NUF,5.25,0.0,45.0,0.0,60.0,30,34,100
Norsk Sykepleierforb...,4.89,0.0,65.0,0.0,75.0,30,18,100
Sunndal Sparebank,5.45,3500.0,65.0,1000.0,85.0,30,18,100
Handelsbanken AB NUF,8.4,4000.0,45.0,0,75.0,2,18,100
Norsk Sykepleierforb...,4.84,0.0,65.0,0.0,75.0,30,18,100
SpareBank 1 SMN,5.14,0.0,50.0,0.0,90.0,30,18,100
Voss Sparebank,6.2,0,60.0,0.0,60.0,40,18,100
Norsk Sykepleierforb...,4.79,0.0,65.0,0.0,75.0,30,18,100
SpareBank 1 SMN,5.19,0.0,50.0,0.0,90.0,30,18,
SpareBank 1 SMN,5.29,0.0,50.0,0.0,90.0,30,18,33
Sparebanken Vest,5.59,3590.0,69.0,0.0,85.0,30,18,100
SpareBank 1 Østfold ...,5.49,3000.0,60.0,0.0,55.0,30,18,100
SpareBank 1 Sogn og ...,8.15,5000.0,65.0,0,85.0,2,18,100
Sparebanken Vest,7.3,3590.0,0.0,0,50.0,30,60,95
Handelsbanken AB NUF,5.2,0.0,45.0,0.0,85.0,30,18,33
Sbanken (DNB Bank AS...,4.84,0.0,0.0,0.0,75.0,30,21,100
Handelsbanken AB NUF,8.4,4000.0,45.0,0.0,75.0,2,18,100
Sbanken (DNB Bank AS...,4.79,0.0,0.0,0.0,75.0,30,21,100
Handelsbanken AB NUF,5.4,0.0,45.0,0.0,85.0,30,34,100
SpareBank 1 Nord-Nor...,5.29,1950.0,65.0,1300.0,90.0,30,18,100
Handelsbanken AB NUF,5.25,0.0,45.0,0.0,60.0,30,18,100
SpareBank 1 Nord-Nor...,5.17,1950.0,65.0,1300.0,90.0,30,18,100
Handelsbanken AB NUF,6.75,1000.0,45.0,0,85.0,1,18,100
Nybygger.no (Spareba...,5.27,0.0,0.0,0.0,60.0,30,18,100
SpareBank 1 Nord-Nor...,5.59,1950.0,65.0,1300.0,75.0,25,18,100
Stadsbygd Sparebank,3.95,0.0,60.0,0.0,85.0,30,18,33
Handelsbanken AB NUF,5.4,0.0,45.0,0.0,60.0,20,18,100
Nybygger.no (Spareba...,5.51,0.0,0.0,0.0,75.0,30,18,100
Etnedal Sparebank,7.9,2000.0,0.0,750.0,85.0,1,18,100
SpareBank 1 Nord-Nor...,5.41,1950.0,65.0,1300.0,50.0,30,18,100
NOBL (DNB),4.79,0.0,65.0,0.0,75.0,30,18,100
SpareBank 1 Sogn og ...,6.19,3500.0,65.0,0.0,75.0,30,18,100
SpareBank 1 Nord-Nor...,5.37,1950.0,65.0,1300.0,90.0,30,18,39
KLP Banken AS,6.95,2000.0,0.0,0,50.0,30,60,95
Skue Sparebank,5.29,3000.0,60.0,0,85.0,30,18,100
NOBL (DNB),4.74,0.0,65.0,0.0,75.0,30,18,100
KLP Banken AS,7.1,2750.0,0.0,0,50.0,30,60,95
Skue Sparebank,5.29,3000.0,60.0,0,85.0,30,18,100
NOBL (DNB),4.84,0.0,65.0,0.0,75.0,30,18,100
KLP Banken AS,7.05,4000.0,35.0,0.0,75.0,1,18,100
Skue Sparebank,5.29,3000.0,60.0,0,80.0,30,18,100
BONORD (DNB),4.84,0.0,65.0,0.0,75.0,30,18,100
Aurskog Sparebank,5.85,3000.0,75.0,3000.0,60.0,10,18,100
Handelsbanken AB NUF,8.4,4000.0,45.0,0,75.0,2,18,100
KLP Banken AS,7.45,4750.0,55.0,0.0,75.0,1,18,100
Skue Sparebank,6.05,3000.0,60.0,0.0,60.0,30,18,100
BONORD (DNB),4.79,0.0,65.0,0.0,75.0,30,18,100
Valle Sparebank,5.3,0,65.0,1000.0,75.0,30,18,100
DNB Bank ASA,4.79,2190.0,65.0,1000.0,75.0,30,18,100
Handelsbanken AB NUF,5.2,0.0,45.0,0.0,85.0,25,18,33
Skue Sparebank,5.29,3000.0,60.0,0,80.0,30,18,100
BONORD (DNB),4.74,0.0,65.0,0.0,75.0,30,18,100
DNB Bank ASA,4.74,2190.0,65.0,1000.0,75.0,30,18,100
Handelsbanken AB NUF,5.4,0.0,45.0,0.0,85.0,25,34,100
DNB Bank ASA,4.84,2190.0,65.0,1000.0,75.0,30,18,100
Handelsbanken AB NUF,5.25,0.0,45.0,0.0,60.0,25,18,100
DNB Bank ASA,5.49,2190.0,65.0,1000.0,90.0,30,18,33
Skagerrak Sparebank,5.3,0.0,60.0,0.0,90.0,10,18,100
DNB Bank ASA,6.44,2190.0,65.0,1000.0,90.0,30,18,100
Ørskog Sparebank,6.05,3000.0,70.0,1000.0,60.0,30,18,100
Odal Sparebank,6.1,2500.0,70.0,750.0,80.0,25,18,100
SpareBank 1 Nord-Nor...,6.29,4000.0,65.0,1300.0,85.0,30,34,100
JBF Bank og Forsikri...,7.3,3200.0,0.0,1000.0,50.0,30,60,95
Handelsbanken AB NUF,6.75,0.0,45.0,0.0,85.0,1,18,100
Handelsbanken AB NUF,5.4,0.0,45.0,0.0,60.0,30,18,100
Sparebanken Øst,6.29,2990.0,100.0,1250.0,60.0,30,18,100
SpareBank 1 Østlande...,6.04,0.0,60.0,0.0,85.0,25,18,100
Tinn Sparebank,5.45,2500.0,60.0,1000.0,90.0,30,18,33
SpareBank 1 Nord-Nor...,5.29,4000.0,65.0,1300.0,85.0,30,18,100
Tinn Sparebank,5.35,2500.0,60.0,1000.0,90.0,30,18,33
Tinn Sparebank,5.35,2500.0,60.0,1000.0,90.0,25,18,100
SpareBank 1 Nord-Nor...,5.29,4000.0,75.0,1300.0,60.0,30,18,100
Sbanken (DNB Bank AS...,4.74,0.0,0.0,0.0,75.0,30,21,100
Odal Sparebank,6.2,2500.0,70.0,750.0,75.0,30,18,100
SpareBank 1 Østlande...,5.84,0.0,60.0,0.0,75.0,25,18,100
Sparebanken Sør,5.8,2500.0,65.0,1000.0,85.0,30,18,100
NOBL (DNB),5.48,0.0,65.0,0.0,90.0,30,18,33
Sparebanken Sør,5.95,2500.0,65.0,1000.0,85.0,25,18,33
NOBL (DNB),5.49,0.0,65.0,0.0,90.0,30,18,100
Sparebanken Sør,6.4,2500.0,65.0,1000.0,60.0,30,18,100
SpareBank 1 Ringerik...,5.33,2000.0,50.0,1000.0,90.0,30,18,100
NOBL (DNB),5.93,0.0,65.0,0.0,90.0,30,18,100
Lillesands Sparebank,5.94,0,60.0,1000.0,85.0,30,18,33
SpareBank 1 Ringerik...,5.33,2000.0,50.0,1000.0,90.0,10,18,100
NOBL (DNB),5.48,0.0,65.0,0.0,90.0,30,18,33
Sparebanken Sør,6.35,2500.0,65.0,1000.0,75.0,30,18,100
Grong Sparebank,6.7,0,65.0,1200.0,75.0,30,18,100
SpareBank 1 Ringerik...,5.54,2000.0,50.0,1000.0,90.0,30,18,33
Norsk Sykepleierforb...,5.64,0.0,65.0,0.0,90.0,30,18,100
Lillesands Sparebank,6.55,0,70.0,1000.0,60.0,25,18,100
SpareBank 1 Ringerik...,5.54,2000.0,50.0,1000.0,90.0,30,18,100
Norsk Sykepleierforb...,5.44,0.0,65.0,0.0,90.0,30,18,33
SpareBank 1 Sogn og ...,5.79,3500.0,70.0,0,60.0,30,18,100
Lillesands Sparebank,7.45,0,60.0,1000.0,85.0,30,34,100
KLP Banken AS,5.35,2000.0,35.0,0.0,90.0,30,18,34
Lillesands Sparebank,6.04,0,70.0,1000.0,60.0,10,18,100
Rogaland Sparebank,5.49,0,75.0,0.0,55.0,30,18,100
Sparebanken Øst,5.14,2990.0,75.0,1250.0,75.0,30,18,100
Sparebanken Øst,5.05,3250.0,75.0,1250.0,75.0,30,18,100
KLP Banken AS,5.45,2000.0,35.0,0.0,90.0,30,18,34
SpareBank 1 Lom og S...,5.4,2950.0,50.0,0.0,85.0,30,18,33
KLP Banken AS,5.3,2000.0,35.0,0.0,90.0,30,18,34
Grue Sparebank,5.75,3000.0,50.0,0.0,85.0,30,18,33
Rogaland Sparebank,6.49,0,75.0,0.0,85.0,30,18,100
Sparebanken Øst,5.19,2990.0,75.0,1250.0,75.0,30,18,100
DNB Bank ASA,5.49,0.0,65.0,0.0,90.0,10,18,100
Rogaland Sparebank,6.19,0,75.0,0.0,75.0,30,18,100
Lillesands Sparebank,7.7,0,70.0,1000.0,60.0,30,18,100
SpareBank 1 Sogn og ...,5.49,3500.0,65.0,0,50.0,30,18,100
DNB Bank ASA,5.49,2190.0,65.0,1000.0,90.0,30,18,34
Lillesands Sparebank,5.39,0,60.0,1000.0,85.0,30,18,33
SpareBank 1 Sogn og ...,5.65,3500.0,65.0,0,75.0,30,18,100
DNB Bank ASA,5.49,2190.0,65.0,1000.0,90.0,30,18,33
Oppdalsbanken,7.95,5000.0,55.0,1200.0,85.0,2,18,100
DNB Bank ASA,5.49,2190.0,65.0,1000.0,90.0,30,18,100
Lillesands Sparebank,5.79,0,60.0,1000.0,85.0,30,18,100
Ørskog Sparebank,6.2,3000.0,70.0,1000.0,90.0,30,18,100
SpareBank 1 Sogn og ...,5.99,3500.0,65.0,0.0,50.0,30,18,100
SpareBank 1 Lom og S...,8.45,5000.0,0.0,0,70.0,1,18,100
Spareskillingsbanken,6.15,2500.0,65.0,1000.0,85.0,30,18,100
SpareBank 1 Gudbrand...,9.35,3000.0,50.0,800.0,85.0,1,18,100
SpareBank 1 Lom og S...,5.29,2500.0,50.0,0,90.0,30,18,33
Rogaland Sparebank,5.49,0,75.0,0,90.0,30,18,33
Rogaland Sparebank,5.99,0,90.0,0.0,60.0,30,18,100
Grong Sparebank,8.0,0,0.0,0.0,85.0,2,18,100
SpareBank 1 Lom og S...,6.3,2950.0,50.0,0.0,75.0,30,18,100
Rogaland Sparebank,8.99,5000.0,0.0,0.0,75.0,2,18,100
Spareskillingsbanken,6.05,2500.0,65.0,1000.0,75.0,30,18,100
Rogaland Sparebank,5.69,0,75.0,0,75.0,30,18,100
Grong Sparebank,7.39,0,0.0,1200.0,50.0,30,60,100
SpareBank 1 Nord-Nor...,5.27,1950.0,75.0,1300.0,60.0,30,18,100
SpareBank 1 Nord-Nor...,5.27,1950.0,65.0,1300.0,85.0,30,18,100
SpareBank 1 Nord-Nor...,5.37,1950.0,65.0,1300.0,90.0,30,18,100
Grong Sparebank,6.4,0,0.0,1200.0,60.0,30,18,100
Rogaland Sparebank,5.69,0,75.0,0.0,90.0,30,18,33
Storebrand Bank ASA,5.09,2190.0,50.0,950.0,70.0,40,18,100
Skagerrak Sparebank,5.45,0.0,60.0,0.0,90.0,25,18,100
Høland og Setskog Sp...,5.2,3500.0,75.0,0.0,90.0,30,18,34
SpareBank 1 Sør-Norg...,6.19,3200.0,60.0,0,90.0,30,18,100
Sparebanken Narvik,6.15,2000.0,50.0,500.0,60.0,30,18,100
SpareBank 1 Sør-Norg...,5.49,3200.0,60.0,0,90.0,30,18,100
Spareskillingsbanken,7.65,2500.0,65.0,1000.0,85.0,2,18,100
Romerike Sparebank,5.38,3500.0,70.0,0.0,90.0,30,18,
Spareskillingsbanken,5.8,2500.0,65.0,1000.0,90.0,30,34,100
SpareBank 1 Nordmøre,5.44,3000.0,75.0,1200.0,90.0,25,18,33
Spareskillingsbanken,6.2,2500.0,65.0,1000.0,60.0,30,18,100
Romerike Sparebank,6.0,3500.0,70.0,0.0,85.0,30,18,100
SpareBank 1 Nordmøre,5.94,3000.0,75.0,1200.0,75.0,25,35,100
Etnedal Sparebank,5.7,2000.0,50.0,750.0,60.0,25,18,100
Romerike Sparebank,5.31,0.0,0.0,0.0,60.0,25,18,100
NORDirekte (Skagerra...,5.03,0.0,50.0,0.0,60.0,30,18,100
Stadsbygd Sparebank,6.35,0,75.0,1000.0,60.0,30,18,100
Etnedal Sparebank,5.85,2000.0,50.0,750.0,80.0,25,18,100
Romerike Sparebank,7.55,3500.0,75.0,0,50.0,30,60,95
SpareBank 1 Nordmøre,6.59,3000.0,75.0,1200.0,70.0,25,18,100
NORDirekte (Skagerra...,6.85,1500.0,40.0,0,85.0,1,18,100
SpareBank 1 Lom og S...,5.65,2500.0,60.0,0.0,60.0,25,18,100
SpareBank 1 Nordmøre,7.34,5000.0,0.0,1200.0,85.0,5,18,100
NORDirekte (Skagerra...,5.69,0.0,40.0,0.0,80.0,30,18,100
SpareBank 1 Lom og S...,5.15,2500.0,50.0,0,85.0,30,18,100
SpareBank 1 Nordmøre,5.4,3000.0,75.0,1200.0,90.0,25,18,100
NORDirekte (Skagerra...,5.03,0.0,40.0,0.0,75.0,30,18,100
Sunndal Sparebank,6.25,3500.0,65.0,1000.0,85.0,30,18,100
Penni fra Eika digit...,5.4,3000.0,0.0,0.0,70.0,30,18,100
SpareBank 1 Sogn og ...,4.65,2500.0,65.0,1000.0,90.0,30,18,33
SpareBank 1 Lom og S...,5.7,2500.0,50.0,0.0,75.0,30,34,100
SpareBank 1 Nordmøre,5.69,3000.0,75.0,1200.0,90.0,25,18,100
NORDirekte (Skagerra...,5.21,0.0,50.0,0.0,60.0,30,18,100
Romerike Sparebank,6.9,3500.0,70.0,0.0,90.0,30,18,100
Penni fra Eika digit...,5.6,3000.0,0.0,0,80.0,30,18,100
SpareBank 1 Sogn og ...,4.75,2500.0,65.0,1000.0,90.0,30,18,33
SpareBank 1 Lom og S...,5.6,2500.0,50.0,0,50.0,30,18,100
SpareBank 1 Nordmøre,5.45,3000.0,75.0,1200.0,90.0,25,18,33
NORDirekte (Skagerra...,5.33,0.0,40.0,0.0,75.0,30,18,100
Romerike Sparebank,8.65,5000.0,70.0,0,85.0,1,18,100
SpareBank 1 Sogn og ...,4.8,2500.0,65.0,1000.0,80.0,30,18,100
SpareBank 1 Lom og S...,5.2,2950.0,50.0,0,85.0,30,18,33
SpareBank 1 Nordmøre,5.89,3000.0,75.0,1200.0,60.0,30,18,80
SpareBank 1 Gudbrand...,5.9,0,60.0,800.0,60.0,10,18,100
Penni fra Eika digit...,5.3,3000.0,0.0,0.0,55.0,30,18,100
SpareBank 1 Sogn og ...,4.7,2500.0,65.0,1000.0,90.0,30,18,33
SpareBank 1 Lom og S...,5.29,2500.0,50.0,0.0,85.0,30,18,33
SpareBank 1 Nordmøre,5.79,3000.0,75.0,1200.0,90.0,25,18,33
NORDirekte (Skagerra...,5.21,0.0,50.0,0.0,50.0,30,18,100
Romerike Sparebank,6.8,3500.0,70.0,0.0,75.0,30,18,100
SpareBank 1 Lom og S...,6.19,2950.0,50.0,0.0,70.0,30,18,100
SpareBank 1 Nordmøre,6.59,3000.0,75.0,1200.0,90.0,25,34,100
SpareBank 1 Lom og S...,6.4,2950.0,60.0,0.0,60.0,30,18,100
SpareBank 1 Nordmøre,8.49,5000.0,0.0,0,90.0,2,18,100
SpareBank 1 Lom og S...,5.65,2500.0,60.0,0,60.0,30,18,100
SpareBank 1 Nordmøre,6.49,3000.0,75.0,1200.0,75.0,25,18,100
Sogn Sparebank,6.2,2500.0,75.0,1000.0,60.0,30,18,150
SpareBank 1 Sogn og ...,4.75,2500.0,65.0,1000.0,80.0,30,18,100
Romerike Sparebank,6.6,3500.0,70.0,0.0,50.0,30,18,100
SpareBank 1 Nordmøre,5.89,3000.0,75.0,1200.0,90.0,25,18,33
Sogn Sparebank,8.25,3500.0,65.0,1000.0,85.0,5,18,100
SpareBank 1 Gudbrand...,6.45,0,60.0,800.0,60.0,10,18,100
SpareBank 1 Lom og S...,5.6,2500.0,50.0,0,50.0,30,18,100
"Nordax Bank, en del ...",7.95,0,35.0,0.0,85.0,30,18,80
SpareBank 1 Lom og S...,5.4,2500.0,50.0,0,75.0,30,18,100
SpareBank 1 Sogn og ...,4.75,2500.0,65.0,1000.0,80.0,30,18,100
DNB Bank ASA,5.04,2190.0,65.0,1000.0,75.0,30,18,100
JBF Bank og Forsikri...,6.05,3200.0,80.0,1000.0,60.0,30,18,100
Jæren Sparebank,6.39,0,70.0,0.0,70.0,30,18,100
"NORDEA BANK ABP, FIL...",5.7,0.0,50.0,0.0,90.0,30,18,100
SpareBank 1 Nord-Nor...,5.26,4000.0,65.0,1300.0,90.0,30,18,100
SpareBank 1 Nord-Nor...,5.39,4000.0,65.0,1300.0,90.0,30,18,100
Sparebanken Møre,4.89,2500.0,75.0,1000.0,85.0,30,18,33
Sparebanken Møre,4.99,2500.0,75.0,1000.0,75.0,30,18,100
SpareBank 1 Nord-Nor...,5.49,4000.0,65.0,1300.0,90.0,30,18,39
Sparebanken Øst,5.79,0.0,100.0,1250.0,60.0,30,18,100
Sparebanken Møre,4.89,2500.0,75.0,1000.0,85.0,30,18,33
SpareBank 1 Nord-Nor...,5.49,4000.0,65.0,1300.0,90.0,30,18,100
Strømmen Sparebank,7.35,4000.0,65.0,0,50.0,30,60,95
Sparebanken Møre,4.99,2500.0,75.0,1000.0,85.0,30,18,33
JBF Bank og Forsikri...,5.38,3200.0,65.0,1000.0,90.0,30,18,33
Skagerrak Sparebank,5.45,0,60.0,1000.0,50.0,30,18,100
SpareBank 1 Nordmøre,5.89,3000.0,75.0,1200.0,60.0,30,18,100
"Bluestep Bank, en de...",8.6,0,25.0,0.0,85.0,30,18,80
NORDirekte (Skagerra...,5.13,0.0,40.0,0.0,55.0,30,18,100
Haugesund Sparebank,8.25,0,50.0,1000.0,85.0,1,18,100
Romerike Sparebank,5.38,1500.0,70.0,0.0,85.0,30,18,
Kraft Bank ASA,9.5,0,75.0,0,70.0,30,18,100
SpareBank 1 Nordmøre,5.49,3000.0,75.0,1200.0,90.0,30,18,33
Kraft Bank ASA,8.0,0,75.0,0,85.0,30,18,100
Trøndelag Sparebank,6.45,2000.0,65.0,1000.0,75.0,30,18,100
SpareBank 1 Nordmøre,5.89,3000.0,75.0,1200.0,50.0,25,18,100
